ID,LCLAS_NM,MLSFC_NM,POI_ID,POI_NM,BHF_NM,ASSTN_NM,CL_CD,CL_NM,PNU,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,LEGALDONG_CD,ADSTRD_CD,RDNMADR_CD,RDNMADR_NM,BULD_NO,LC_LO,LC_LA,GID_CD,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
KCDMTPO22N000000642,장소,문화시설,20455402,작은영화관,,,100202,일반극장/영화관,4886038021109300001,경상남도,산청군,신안면,하정리,930-1,4886038021,4886038000,488603345029,원지강변로,67-10,127.9711551,35.3013184,라마428007,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000643,장소,문화시설,20486908,스타맥스DVD영화관,,,92005,비디오/DVD감상실,3114010600115250013,울산광역시,남구,삼산동,,1525-13,3114010600,3114057000,311404310415,삼산로277번길,6-16,129.3380057,35.53995817,마마666286,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000644,장소,문화시설,20487315,샵비디오영화감상실,,,92005,비디오/DVD감상실,2717010200108820008,대구광역시,서구,비산동,,882-8,2717010200,2717061000,271703143006,서대구로,294,128.5568046,35.88389062,라마953657,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000645,장소,문화시설,20488508,BLUEDVD,,,92005,비디오/DVD감상실,2641010800102930006,부산광역시,금정구,장전동,,293-6,2641010800,2641061000,264104205358,장전로12번길,45,129.0880994,35.22982161,마라445938,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000646,장소,문화시설,20512221,CGV,등촌점,,100208,CGV,1150010200106390023,서울특별시,강서구,등촌동,,639-23,1150010200,1150052000,115004145188,공항대로45길,63,126.8559736,37.55787696,다사431511,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000647,장소,문화시설,20517293,놀숲,수원경기대점,,92005,비디오/DVD감상실,4111710300112750008,경기도,수원시 영통구,이의동,,1275-8,4111710300,4111760000,411173177028,대학로,16,127.0424588,37.29796976,다사594222,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000648,장소,문화시설,20517294,놀숲,항공대점,,92005,비디오/DVD감상실,4128112900105490022,경기도,고양시 덕양구,화전동,,549-22,4128112900,4128166000,412813192094,중앙로,201,126.8677162,37.60480614,다사441563,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000649,장소,문화시설,20517295,놀숲,진해풍호점,,92005,비디오/DVD감상실,4812914200106260013,경상남도,창원시 진해구,자은동,,626-13,4812914200,4812960000,481293331072,풍호로,41,128.7056952,35.14015424,마라098834,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000650,장소,문화시설,20517296,놀숲,원주혁신점,,92005,비디오/DVD감상실,4213011700119010001,강원도,원주시,반곡동,,1901-1,4213011700,4213067500,421303219085,양지로,70,127.9857602,37.32738357,라사430254,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000651,장소,문화시설,20517942,브이알존,의왕점,,92005,비디오/DVD감상실,4143010500108920000,경기도,의왕시,오전동,,892,4143010500,4143053000,414302012008,경수대로,262,126.9737511,37.35077919,다사533281,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000652,장소,문화시설,20519029,캠프브이알,신촌점,,92005,비디오/DVD감상실,1141011600100310004,서울특별시,서대문구,창천동,,31-4,1141011600,1141058500,114103112008,연세로,36,126.9372236,37.558771,다사502511,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000653,장소,문화시설,20519030,캠프브이알,동탄점,,92005,비디오/DVD감상실,4159012700100880001,경기도,화성시,반송동,,88-1,4159012700,4159058500,415903210169,동탄반석로,204,127.0728337,37.20672257,다사620120,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000654,장소,문화시설,20519739,놀숲,서귀포신시가지점,,92005,비디오/DVD감상실,5013011600102080001,제주특별자치도,서귀포시,강정동,,208-1,5013011600,5013060000,501304851239,대청로25번길,4,126.5027583,33.25285996,다나071739,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000655,장소,문화시설,20519921,칠곡군작은영화관,,,100202,일반극장/영화관,4785025624106080000,경상북도,칠곡군,석적읍,포남리,608,4785025624,4785025600,478503322009,석적로,646,128.4093588,36.05142094,라마819842,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000656,장소,문화시설,20520234,롯데시네마,별내점,,100209,롯데시네마,4136011100110050000,경기도,남양주시,별내동,,1005,4136011100,4136057000,413603197091,별내중앙로,10,127.1268641,37.64502632,다사670606,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000657,장소,문화시설,20520236,CGV,부천옥길점,,100208,CGV,4119011500107450005,경기도,부천시,옥길동,,745-5,4119011500,4119079500,411903185011,옥길로,124,126.8235936,37.46744938,다사401411,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000658,장소,문화시설,20520246,버드랜드,,,100202,일반극장/영화관,5011010100110700009,제주특별자치도,제주시,일도일동,,1070-9,5011010100,5011052000,501104847593,동문로10길,2,126.5311482,33.51287866,다다100027,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000659,장소,문화시설,20520909,메가박스(2023년3월예정),여주아울렛점,,100212,메가박스,4167011200103750062,경기도,여주시,상거동,,375-62,4167011200,4167051000,,,,127.6161633,37.2441021,라사103161,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000660,장소,문화시설,20528465,엔터DVD,,,92005,비디오/DVD감상실,1159010700101390030,서울특별시,동작구,사당동,,139-30,1159010700,1159063000,115904157120,동작대로27길,5,126.9814917,37.48735433,다사541432,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000661,장소,문화시설,20528661,K2DVD영화관,,,92005,비디오/DVD감상실,3011011000104000033,대전광역시,동구,대동,,400-33,3011011000,3011058500,301103164009,동대전로,126-2,127.4456675,36.33342283,다바951151,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000662,장소,문화시설,20537113,드림씨어터,,,100202,일반극장/영화관,2629010900112290001,부산광역시,남구,문현동,,1229-1,2629010900,2629069000,262903131011,문현금융로,40,129.0659462,35.14640872,마라426845,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000663,장소,문화시설,20543201,롯데시네마,제주아라점,,100209,롯데시네마,5011011700125740000,제주특별자치도,제주시,아라일동,,2574,5011011700,5011063000,501103349022,구산로,4,126.5359089,33.48380739,다나104995,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000664,장소,문화시설,20543205,인생극장낭만실버관,,,100202,일반극장/영화관,2611011900100810001,부산광역시,중구,대청동4가,,81-1,2611011900,2611053000,261103125006,중구로,71,129.0285918,35.10436848,마라393798,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000665,장소,문화시설,20569280,DVD존,,,92005,비디오/DVD감상실,2911011700100130000,광주광역시,동구,황금동,,13,2911011700,2911052500,291104277238,충장로안길,14,126.9148784,35.14801374,다라467837,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000666,장소,문화시설,20569824,메가박스DVD극장,,,92005,비디오/DVD감상실,4514012100107610022,전라북도,익산시,신동,,761-22,4514012100,4514065600,451404608069,익산대로70길,23,126.9557494,35.96384616,다마509742,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000667,장소,문화시설,20574337,시네마엠디브디방,,,92005,비디오/DVD감상실,2729010200104960010,대구광역시,달서구,두류동,,496-10,2729010200,2729055000,272904241075,달구벌대로344길,34,128.5526025,35.85497103,라마950625,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000668,장소,문화시설,20578927,조이비디오방,,,92005,비디오/DVD감상실,2911012700100270000,광주광역시,동구,충장로1가,,27,2911012700,2911052500,291103009008,충장로,100-1,126.9176956,35.14715933,다라469837,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000669,장소,문화시설,20594457,1939시네마,,,100202,일반극장/영화관,4182025022101480003,경기도,가평군,가평읍,대곡리,148-3,4182025022,4182025000,418203216024,석봉로,100,127.5133531,37.82392203,라사011804,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000670,장소,문화시설,20594493,보성작은영화관,,,100202,일반극장/영화관,4678025028100020026,전라남도,보성군,보성읍,원봉리,2-26,4678025028,4678025000,,,,127.078065,34.76512469,다라613412,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000671,장소,문화시설,20604850,시네마360,,,100202,일반극장/영화관,4315032041100980002,충청북도,제천시,청풍면,물태리,98-2,4315032041,4315032000,431504517348,문화재길,166,128.1667809,37.00126451,라바593894,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000672,장소,문화시설,20615613,CIC,,,92005,비디오/DVD감상실,1135010500103580009,서울특별시,노원구,상계동,,358-9,1135010500,1135064000,113504130298,상계로3길,29,127.0623774,37.65755576,다사614620,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000673,장소,문화시설,20620922,무비플렉스DVD,,,92005,비디오/DVD감상실,1135010500106170002,서울특별시,노원구,상계동,,617-2,1135010500,1135064000,113504130087,노해로79길,6-20,127.0625564,37.65529759,다사614618,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000674,장소,문화시설,20625508,드림씨어터,,,100202,일반극장/영화관,2629010900112270002,부산광역시,남구,문현동,,1227-2,2629010900,2629069000,262902006005,전포대로,133,129.0657909,35.14808763,마라426847,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000675,장소,문화시설,20625519,가평작은영화관,,,100202,일반극장/영화관,4182034521104100006,경기도,가평군,조종면,현리,410-6,4182034521,4182034500,418203216048,청군로,1270,127.3477551,37.81784614,다사866798,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000676,장소,문화시설,20628059,메가박스,대전중앙로점,,100212,메가박스,3014010500102050001,대전광역시,중구,대흥동,,205-1,3014010500,3014057500,301403164033,중앙로,126,127.4241002,36.32765923,다바931144,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000677,장소,문화시설,20632665,메가박스,용인테크노밸리점,,100212,메가박스,4146311400105560000,경기도,용인시 기흥구,청덕동,,556,4146311400,4146356000,414633204013,구성로,357,127.1484847,37.2912051,다사688214,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000678,장소,문화시설,20633472,롯데시네마(2023년1월예정),전주점,,100209,롯데시네마,4511310500112200001,전라북도,전주시 덕진구,덕진동1가,,1220-1,4511310500,4511357000,451132266001,기린대로,451,127.1260697,35.83901721,다마662603,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000679,장소,문화시설,20644693,COOLDVD비디오감상실,,,92005,비디오/DVD감상실,1135010500105930002,서울특별시,노원구,상계동,,593-2,1135010500,1135064000,113504130298,상계로3길,16,127.0624847,37.65698066,다사614620,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000680,장소,문화시설,20659664,롯데시네마,상주점,,100209,롯데시네마,4725010800101400002,경상북도,상주시,서문동,,140-2,4725010800,4725055000,472503303047,중앙로,147,128.1543621,36.41602438,라바586244,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000681,장소,문화시설,20661559,롯데시네마,프리미엄경남대점,,100209,롯데시네마,4812513300100040001,경상남도,창원시 마산합포구,월남동5가,,4-1,4812513300,4812553000,481252329003,해안대로,7,128.5597672,35.18081709,라라964877,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000682,장소,문화시설,20680766,씨씨방,,,92005,비디오/DVD감상실,4146110100101150003,경기도,용인시 처인구,김량장동,,115-3,4146110100,4146151000,414612012009,백옥대로,1121,127.2085332,37.23575797,다사741152,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000683,장소,문화시설,20688425,고한시네마,,,100202,일반극장/영화관,4277025321100630054,강원도,정선군,고한읍,고한리,63-54,4277025321,4277025300,427704487017,고한10길,28-12,128.8570137,37.19941644,마사204120,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000684,장소,문화시설,20694300,메가박스,부천스타필드시티점,,100212,메가박스,4119011500107680000,경기도,부천시,옥길동,,768,4119011500,4119079500,411903185011,옥길로,1,126.8140347,37.4614684,다사393404,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000685,장소,문화시설,20696533,결초보은문화누리관작은영화관,,,100202,일반극장/영화관,4372025031101160001,충청북도,보은군,보은읍,이평리,116-1,4372025031,4372025000,437203241009,뱃들로,68-22,127.7231014,36.48720547,라바199321,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000686,장소,문화시설,20718559,뮤즈DVD,,,92005,비디오/DVD감상실,1159010900103950069,서울특별시,동작구,신대방동,,395-69,1159010900,1159068000,115904157219,보라매로5가길,16,126.9240947,37.49127519,다사490437,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000687,장소,문화시설,20728474,씨네24DVD,,,92005,비디오/DVD감상실,4125010300107140002,경기도,동두천시,생연동,,714-2,4125010300,4125052000,412503189012,생연로,62,127.0492856,37.89811928,다사603887,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000688,장소,문화시설,20731815,무비겔러리,,,92005,비디오/DVD감상실,1165010100104450005,서울특별시,서초구,방배동,,445-5,1165010100,1165061000,116503121012,방배천로,5-3,126.9822575,37.4770492,다사542421,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000689,장소,문화시설,20735871,코코영화방,,,92005,비디오/DVD감상실,2711010500100070002,대구광역시,중구,삼덕동1가,,7-2,2711010500,2711054500,271104223087,동성로5길,32,128.5962176,35.86761083,라마989640,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000690,장소,문화시설,20737202,IMAX,,,92005,비디오/DVD감상실,4729011800102810000,경상북도,경산시,조영동,,281,4729011800,4729055000,472903313089,청운로,38,128.7548131,35.83832558,마마133609,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000691,장소,문화시설,20740974,추억을파는극장,,,100202,일반극장/영화관,1111013700102880000,서울특별시,종로구,낙원동,,288,1111013700,1111061500,111102100001,삼일대로,428,126.9881243,37.57273171,다사547527,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000692,장소,문화시설,20741185,롯데시네마,대구현풍점,,100209,롯데시네마,2771026522104900000,대구광역시,달성군,현풍읍,중리,490,2771026522,2771026500,277103341006,테크노상업로,62,128.4563065,35.69318106,라마865445,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000693,장소,문화시설,20746887,HUSKYDVD,,,92005,비디오/DVD감상실,2823710100101930018,인천광역시,부평구,부평동,,193-18,2823710100,2823755000,282373154037,시장로,19,126.7247375,37.49292931,다사314440,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000694,장소,문화시설,20749085,럭셔리수DVD관,,,92005,비디오/DVD감상실,1111013500100140003,서울특별시,종로구,관철동,,14-3,1111013500,1111061500,111104100141,삼일대로19길,18,126.9865726,37.56966201,다사546523,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000695,장소,문화시설,20755022,팝스DVD영화관,,,92005,비디오/DVD감상실,2823710100101930019,인천광역시,부평구,부평동,,193-19,2823710100,2823755000,282373154037,시장로,17-1,126.7246723,37.49280621,다사314440,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000696,장소,문화시설,20758556,키네마DVD영화관,,,92005,비디오/DVD감상실,2823710100101590008,인천광역시,부평구,부평동,,159-8,2823710100,2823755000,282374262031,경원대로1403번길,4,126.725115,37.49155426,다사315438,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000697,장소,문화시설,20774885,CGV,김포한강점,,100208,CGV,4157010200115740003,경기도,김포시,걸포동,,1574-3,4157010200,4157051500,415703209006,걸포로,6,126.7071981,37.6322164,다사300594,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000698,장소,문화시설,20790176,대전시마을극장,,,100202,일반극장/영화관,3014011600100010013,대전광역시,중구,문화동,,1-13,3014011600,3014072000,301403000095,계백로,1712,127.4097586,36.32113983,다바919137,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000699,장소,문화시설,20794968,마임비디오방,,,92005,비디오/DVD감상실,4514010100100720000,전라북도,익산시,창인동1가,,72,4514010100,4514052000,451404608206,중앙로1길,17,126.9486655,35.94116132,다마502717,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000700,장소,문화시설,20795207,디지털팝콘,,,92005,비디오/DVD감상실,1150010300108980016,서울특별시,강서구,화곡동,,898-16,1150010300,1150054000,115003115001,강서로,21,126.8475264,37.52987411,다사423480,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000701,장소,문화시설,20796017,CGV,양주옥정점,,100208,CGV,4163011400109630012,경기도,양주시,옥정동,,963-12,4163011400,4163056000,416303350561,옥정로,200,127.0921261,37.81939584,다사641800,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000702,장소,문화시설,20800513,롯데시네마,영종하늘도시점,,100209,롯데시네마,2811014500118830012,인천광역시,중구,중산동,,1883-12,2811014500,2811062200,281104247517,하늘중앙로195번길,15,126.5613397,37.48970399,다사170437,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000703,장소,문화시설,20802487,CGV,화성봉담점,,100208,CGV,4159025324105640000,경기도,화성시,봉담읍,동화리,564,4159025324,4159025300,415904430329,동화길,51,126.9554909,37.21903153,다사516134,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000704,장소,문화시설,20805175,롯데시네마,서수원점,,100209,롯데시네마,4111313400111140001,경기도,수원시 권선구,금곡동,,1114-1,4111313400,4111366200,411133175011,금곡로,219,126.9540776,37.27498439,다사516197,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000705,장소,문화시설,20812172,IMAXDVD,,,92005,비디오/DVD감상실,2638010300108000011,부산광역시,사하구,하단동,,800-11,2638010300,2638056200,263802006002,낙동대로,552,128.9639674,35.11333444,마라334807,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000706,장소,문화시설,20832047,CGV(2023년2월예정),천안업성,,100208,CGV,4413310500100400005,충청남도,천안시 서북구,성성동,,40-5,4413310500,4413359000,,,,127.1351597,36.84422849,다바674718,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000707,장소,문화시설,20842265,메가박스,청주사창점,,100212,메가박스,4311210200104880000,충청북도,청주시 서원구,사창동,,488,4311210200,4311253000,431123236001,1순환로,682,127.4604593,36.63258698,다바964483,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000708,장소,문화시설,20842946,롯데시네마,수지점,,100209,롯데시네마,4146510600107890000,경기도,용인시 수지구,성복동,,789,4146510600,4146559000,414653205010,성복2로,38,127.081742,37.31269012,다사629238,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000709,장소,문화시설,20849475,CGV,대전가수원점,,100208,CGV,3017011500117740000,대전광역시,서구,가수원동,,1774,3017011400,3017059000,301704298629,도안동로11번길,45,127.3505828,36.30544455,다바865120,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000710,장소,문화시설,20868458,롯데시네마,충주점,,100209,롯데시네마,4313011400107860003,충청북도,충주시,달천동,,786-3,4313011400,4313060500,431302246001,중원대로,3683,127.898245,36.9615213,라바354848,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000711,장소,문화시설,20872007,메가박스,홍대점,,100212,메가박스,1144012100101600004,서울특별시,마포구,동교동,,160-4,1144012100,1144066000,114403113014,양화로,147,126.9220644,37.55604538,다사489509,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000712,장소,문화시설,20872361,CGV,울산신천점,,100208,CGV,3120010500108200001,울산광역시,북구,신천동,,820-1,3120010500,3120051000,312003351502,매산1로,17,129.355753,35.63496682,마마680392,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000713,장소,문화시설,20900363,다이아몬드시네마,,,100202,일반극장/영화관,4117310400110390003,경기도,안양시 동안구,호계동,,1039-3,4117310400,4117361000,411733183006,동안로,119,126.9513627,37.38914512,다사514323,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000714,장소,문화시설,20900456,씨네Q,성신여대입구점,,100202,일반극장/영화관,1129011600100010002,서울특별시,성북구,동선동1가,,1-2,1129011600,1129057500,112903107003,동소문로,106,127.017081,37.592594,다사573549,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000715,장소,문화시설,20917283,CGV,구로점,,100208,CGV,1153010200105730000,서울특별시,구로구,구로동,,573,1153010200,1153056000,115303116005,구로중앙로,152,126.8827731,37.50116016,다사454448,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000716,장소,문화시설,20935504,메가박스,성수점,,100212,메가박스,1120011400106560335,서울특별시,성동구,성수동1가,,656-335,1120011400,1120065000,112003005011,왕십리로,50,127.0450084,37.54187023,다사598492,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000717,장소,문화시설,20967153,명보시네마,,,92005,비디오/DVD감상실,1156010400100110008,서울특별시,영등포구,영등포동3가,,11-8,1156010400,1156053500,115604154815,영중로4길,18,126.9084108,37.51738841,다사477466,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000718,장소,문화시설,20979447,롯데시네마,대전관저점,,100209,롯데시네마,3017011600117350000,대전광역시,서구,관저동,,1735,3017011600,3017059600,301704709107,봉우로8번길,23,127.333718,36.30254463,다바850117,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000719,장소,문화시설,20980603,CGV,오산중앙점,,100208,CGV,4137010300103350010,경기도,오산시,원동,,335-10,4137010300,4137057000,413703198036,원동로,22,127.0710131,37.14201389,다사619048,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000720,장소,문화시설,20992480,퍼스트가든자동차극장,,,100207,자동차전용극장,4148011100110860002,경기도,파주시,상지석동,,1086-2,4148011100,4148055000,414804418784,탑삭골길,260,126.7943244,37.73316326,다사378706,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000721,장소,문화시설,20993084,CGV,동두천점,,100208,CGV,4125010300103640001,경기도,동두천시,생연동,,364-1,4125010300,4125056500,412503215066,평화로,2346,127.0583663,37.89722969,다사611886,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000722,장소,문화시설,21023405,가고파소극장,,,92005,비디오/DVD감상실,2711014800100090001,대구광역시,중구,동성로1가,,9-1,2711014800,2711056500,271103141006,동성로,76,128.5960143,35.87351259,라마989646,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000723,장소,문화시설,21025202,메가박스,세종나성점,,100212,메가박스,3611010700102060000,세종특별자치시,세종시,나성동,,206,3611010700,3611051500,361103351277,나성로,38,127.2637422,36.48349077,다바788317,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000724,장소,문화시설,21028242,CGV,오산점,,100208,CGV,4137010300107630021,경기도,오산시,원동,,763-21,4137010300,4137057000,413704394131,원동로37번길,46,127.0704192,37.14605864,다사618053,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000725,장소,문화시설,21030700,경동소극장,,,92005,비디오/DVD감상실,1123010300106350016,서울특별시,동대문구,제기동,,635-16,1123010300,1123054500,112304115011,경동시장로2길,31,127.0427836,37.58023309,다사596535,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000726,장소,문화시설,21057796,롯데시네마,천안점,,100209,롯데시네마,4413310800115370002,충청남도,천안시 서북구,불당동,,1537-2,4413310800,4413356700,441333351001,불당21로,67-8,127.1082653,36.81325564,다바650684,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000727,장소,문화시설,21061425,메가박스,세종청사점,,100212,메가박스,3611011000105100000,세종특별자치시,세종시,어진동,,510,3611011000,3611052000,361103258082,도움3로,19,127.2577468,36.5026067,다바783339,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000728,장소,문화시설,21115123,TAKE5DVD,목동로데오점,,92005,비디오/DVD감상실,1147010100108900011,서울특별시,양천구,신정동,,890-11,1147010100,1147065000,114704142114,목동로25길,13,126.8623874,37.52776942,다사436477,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000729,장소,문화시설,21116828,프라임DVD,,,92005,비디오/DVD감상실,4111513500100360000,경기도,수원시 팔달구,매산로2가,,36,4111513500,4111566000,411153176018,향교로,32,127.0045259,37.26852111,다사560189,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000730,장소,문화시설,21117343,서라벌극장,,,92005,비디오/DVD감상실,4111513400100110010,경기도,수원시 팔달구,매산로1가,,11-10,4111513400,4111566000,411154328419,향교로1번길,19,127.0004357,37.26835763,다사557189,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000731,장소,문화시설,21118691,시네마존,,,92005,비디오/DVD감상실,4111513400100490002,경기도,수원시 팔달구,매산로1가,,49-2,4111513400,4111566000,411153176018,향교로,12-1,127.002656,37.26779621,다사559188,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000732,장소,문화시설,21126274,무비온라인,,,92005,비디오/DVD감상실,4111513400100600003,경기도,수원시 팔달구,매산로1가,,60-3,4111513400,4111566000,411153176018,향교로,2,127.0015843,37.2674005,다사558188,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000733,장소,문화시설,21136351,CGV,고양행신점,,100208,CGV,4128112800107620002,경기도,고양시 덕양구,행신동,,762-2,4128112800,4128165000,412813192095,충장로,8,126.8344955,37.61352164,다사412573,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
KCDMTPO22N000000734,장소,문화시설,21143839,롯데시네마,북수원점,,100209,롯데시네마,4111113300105160000,경기도,수원시 장안구,천천동,,516,4111113300,4111157300,411113174014,천천로,100,126.9841028,37.3006966,다사542225,20220809,KT,KC_497_DMSTC_MCST_THEART_2022,20220809
